,Ratings,Full Reviews,Short Reviews
15178,1,prefect coverage,"['1', 'Worthless']"
15179,1,Bad rautor,"['1', 'Not recommended at all']"
15180,3,Range and speed in open area is not good so how its range in a house!!!,"['3', 'Horrible']"
15181,1,connection speed never exceeds 75mbps. signal is never full even if sitting right next to it.,"['1', 'Horrible']"
15182,4,Very good product but range is not far I will give 4.5 stars,"['4', 'Wonderful']"
15183,5,Good product...Guys dont think twice before buying it just go for it,"['5', 'Worth every penny']"
15184,1,"Not a good item.
Dont buy it. The adapter which comes with this, is damaged all of a sudden","['1', 'Utterly Disappointed']"
15185,1,Too much latency.,"['1', 'Did not meet expectations']"
15186,1,This is bad product automatically disconnect internet,"['1', 'Utterly Disappointed']"
15187,5,"First impression was good, has good coverage also..no fluctuation or speed drop issues. I'm totally satisfied, some months later I will review.","['5', 'Overall Satisfied!!']"
15188,5,Awesome product,"['5', 'Perfect product!']"
15189,5,"Small size & good speed ,Naresh","['5', 'Terrific']"
15190,5,"1. Damn good speed
2. Wide coverage of 20m
3. Light weight
4. Can be hang on walls with double tapes","['5', 'Best in the market!']"
15191,4,"Router is good.
WAN port support 10/100 only not a giga port.
We can convert this Tenda N301 to AP mode and its work as a WiFi extender.","['4', 'Really Nice']"
15192,4,"Tenda n301 is a nice small and efficient device.. very lightweight. I bought it to use it as a repeater and it did the job well. I did run into a lot of issues in the setup, but some videos on YouTube did sort it out.","['4', 'Worth the money']"
15193,5,"Budget Friendly, even though made in China. Currently we dont have other options. Quality looks fine and speed is really good. Would recommend this instead of spending extra on other expensive ones.","['5', 'Brilliant']"
15194,4,Nice 👍 best of price,"['4', 'Good quality product']"
15195,5,"Good Quality, Personal Experience!
Using it with Tchyon connection.
Awesome Download Speed! No buffering not even a little bit! 😊","['5', 'Worth every penny']"
15196,5,One of best routers for Optical fibre Internet,"['5', 'Fabulous!']"
15197,4,This price of a good product,"['4', 'Really Nice']"
15198,5,Good quality ❤️,"['5', 'Awesome']"
15199,5,My best buy of Flipkart ever and i using it as a wireless repeater.,"['5', 'Super!']"
15200,5,On a 75mbps connection I'm getting 88 mbps speed on 5ghz channel and around 35 mbps on 2.4 ghz channel. The product itself is very easy to install and does a great job. I have a 2 bedroom apartment and the range is pretty good even extending to the balcony.,"['5', 'Worth every penny']"
15201,5,"A good package of functionality with great value for money. Been using for a week now.
Pros

1.Dual band features including beam forming (activated by default - on off toggle availabe in menu)
2.Smart dual band- both the bands under single ssid(separation of bands option available, you can even turn off any one band).
3. No heating problem so far
4. Very straightforward UI- every options in settings clearly explained below it.
5. Decent range- more than enough for 1500sqft single floor, hopef...
READ MORE","['5', 'Worth every penny']"
15202,5,i expected better range ..but satisfied with this range.best router in the price range.,"['5', 'Brilliant']"
15203,5,Best router for range,"['5', 'Brilliant']"
15204,5,good,"['5', 'Fabulous!']"
15205,4,"Speed=4
Range(5gh)=3
Range(2.4)=4.5
Latency =4

It has its own app which can be oprated by phone and have many amazing features

Only problem is it is heating, even if you switch off 5ghz band even then it is heating,","['4', 'Delightful']"
15206,5,Awesome deal Rs1499 better coverage with 6bit anteena dual band 2.4 ghz and 5ghz,"['5', 'Brilliant']"
15207,4,Better coverage 💥🤙,"['4', 'Delightful']"
15208,1,Third class product don't purchase this I bought this and now after 15 days even it has much problems. In the running time its disconnected internet many time when I re-start the router again working and this is happening 5 time in a day around or more,"['1', 'Absolute rubbish!']"
15209,4,"Till Now it working very Good, 5GHz band producing impressive Speed. Setup process is so easy any noob can configure with any ISP, only thing don't match my expectation as it have seperate antina for 2.4 and 5 GHz band I expected a higher Coverage in 2.4 GHz but it's as equal as my old router.","['4', 'Delightful']"
15210,5,Really it's working great .The dual Band system is great 💙.Love it you can buy it without any doubt.Easy setup,"['5', 'Mind-blowing purchase']"
15211,4,"5Ghz signal is very weak of this router and 2.4Ghz signal is very good, Such a good performance router.... Thankyou flipcart.","['4', 'Pretty good']"
15212,5,Very good router in this price ..,"['5', 'Classy product']"
15213,4,Good Product,"['4', 'Good quality product']"
15214,5,Super Speed! Best wifi 👍,"['5', 'Brilliant']"
15215,1,Worst product Range is not more than 20 meters.,"['1', 'Useless product']"
15216,5,Good job flipkart nice delivery....,"['5', 'Just wow!']"
15217,5,Nice product,"['5', 'Great product']"
15218,3,"First of all, It's working good.
3STAR is because 5ghz range is very low. Please note that it says 1200mbps output in the model AC5 but the input speed is only upto 100mbps. This, it won't give speed more than 100mbps.
If you have plan with 150mbps or higher, go for AC8 model.
It is easy to connect and manage with TENDA App.
Thankyou for the product.","['3', 'Just okay']"
15219,1,Stopped working after a month of usage and tenda's after sales service is very bad.,"['1', 'Very poor']"
15220,3,Very good router,"['3', 'Just okay']"
15221,2,Box was opened Ethernet cable was not there,"['2', 'Expected a better product']"
15222,2,Very bad ........pls don't post fake reviews it's very bad hate the product,"['2', 'Moderate']"
15223,5,U believed this blindly 🤭🥰,"['5', 'Worth every penny']"
15224,5,Outstanding product and delivery,"['5', 'Great product']"
15225,1,"If I could give negative marks, I would like to do so. And the flipkart return process is the worst. This router is not compatible with my service provider, it is disconnecting all the time, range is also not good. You can't even browse for 5 minutes. While making online payment, my money got stuck due to connectivity issue. Other options are good, go for them and do not ever try this product by tenda and worst service by Flipkart","['1', 'Useless product']"
15226,4,Good,"['4', 'Nice product']"
15227,5,I m fully satisfied users,"['5', 'Fabulous!']"
15228,1,Vary bad no wifi range not best speed very bed,"['1', 'Hated it!']"
15229,5,Excellent with speed and nonstop operation,"['5', 'Excellent']"
15230,5,Good product,"['5', 'Just wow!']"
15231,1,Nice,"['1', 'Did not meet expectations']"
15232,4,Upto the mark,"['4', 'Delightful']"
15233,5,"Comes with a replacement guarantee of 2 year and 3 year warranty.
I've been using this brand since 2016
Go for it.
I haven't faced any software or firmware related issues.
10 on 10","['5', 'Great product']"
15234,5,"Awesome product.
good range.
Terrific purchase","['5', 'Brilliant']"
15235,5,"Product was authentic, no problem with that..

Packaging was good enough..

Delivery was superfast, I ordered yesterday, it didn't take 24 hours..

And I seriously have to make a point about the delivery man.. Super polite, very friendly and helpful.. People like these gives me hope for humanity 🙄❤️","['5', 'Worth every penny']"
15236,1,Don’t buy from this dealer. Worst product,"['1', 'Worthless']"
15237,1,"Waste of money same range found, like double antenna","['1', 'Did not meet expectations']"
15238,2,5G range is very less and it automatically disconnects the wifi connection,"['2', 'Not good']"
15239,5,Really good looking and quality of frequency is awesome.,"['5', 'Wonderful']"
15240,5,Very nice easy to setup been using it as a repeater,"['5', 'Mind-blowing purchase']"
15241,5,Good product but so delay 😑,"['5', 'Must buy!']"
15242,1,Not working,"['1', 'Did not meet expectations']"
15243,5,Good product and good range,"['5', 'Terrific']"
15244,5,Ok,"['5', 'Great product']"
15245,5,In this budget it is a good product and it's coverage is too good,"['5', 'Just wow!']"
15246,5,Nice 🙂,"['5', 'Brilliant']"
15247,5,Very good router and it range is good,"['5', 'Terrific purchase']"
15248,5,Good,"['5', 'Fabulous!']"
15249,5,Product i overall awesome product 5 Ghz will definitely have low range and this is best for 3-4 Bhk house with speed upto 100MBPS,"['5', 'Best in the market!']"
15250,3,It is not compatible with jio TV,"['3', 'Good']"
15251,4,Good,"['4', 'Really Nice']"
15252,4,Good product,"['4', 'Pretty good']"
15253,5,"Easy to install and configure.
Design: 5/5
Interface: 3/5 (no app is provided)
Speed: little drop in speeds for 2.4ghz band compared to 5ghz band
Coverage: 4/5 (although 4 antennas provided, the range is same like my single band router.","['5', 'Mind-blowing purchase']"
15254,5,Great Product Awesome Performance,"['5', 'Terrific']"
15255,5,Superb,"['5', 'Simply awesome']"
15256,5,"Good features.
Some time fluctuations occurred but it's normal for time prices .","['5', 'Mind-blowing purchase']"
15257,3,Average,"['3', 'Does the job']"
15258,5,good,"['5', 'Super!']"
15259,5,Good,"['5', 'Awesome']"
15260,1,Ports not working properly,"['1', 'Useless product']"
15261,5,Good product. Use in 2 bhk flat.,"['5', 'Great product']"
15262,5,Just buy it,"['5', 'Super!']"
15263,2,Wifi network problem not wort properly,"['2', 'Not good']"
15264,1,Very bed product,"['1', 'Hated it!']"
15265,4,NICE WORKING...,"['4', 'Pretty good']"
15266,5,Just great,"['5', 'Terrific purchase']"
15267,3,Excellent,"['3', 'Nice']"
15268,5,Good,"['5', 'Terrific']"
15269,4,Very good product and it's service is very amazing. But it heated up in summer time and this time the router loose it's performance.,"['4', 'Good quality product']"
15270,5,Good,"['5', 'Highly recommended']"
15271,4,Initially good. Let c after sometime,"['4', 'Good quality product']"
15272,5,The best product for best price. Every one should have one.,"['5', 'Perfect product!']"
15273,4,Best router.,"['4', 'Really Nice']"
15274,1,"Poor open box and internet not properly
Sell not except reaten","['1', ""Don't waste your money""]"
15275,1,Price is too high,"['1', 'Horrible']"
15276,5,Good,"['5', 'Fabulous!']"
15277,5,Nice product n good price,"['5', 'Super!']"
15278,5,The wifi anten is loss i put it up they go alway down,"['5', 'Classy product']"
15279,2,Very less range speed is decent but its better to purchase other product because it hardly reaches the 1st floor even the wide range is also less.,"['2', 'Not good']"
15280,4,Awesome,"['4', 'Nice product']"
15281,1,Not working,"['1', ""Don't waste your money""]"
15282,1,Very bad,"['1', 'Waste of money!']"
15283,5,Value for money ..,"['5', 'Terrific purchase']"
15284,5,Amazing performance 5g,"['5', 'Simply awesome']"
15285,5,Great product,"['5', 'Super!']"
15286,1,Absolute waste of money! I am very disappointed with the range of this product. Even at 2.4 ghz the range is so poor. My old mi 3c router had much better range than this useless piece of junk,"['1', 'Absolute rubbish!']"
15287,4,Very nice,"['4', 'Wonderful']"
15288,4,Overall product is good but signal range is not good as compare the price.,"['4', 'Really Nice']"
15289,5,Nice product.,"['5', 'Super!']"
15290,1,"Worst Purchase i did.
Coverage hell as low.
Don't buy it guys.","['1', 'Useless product']"
15291,5,Good product but range is not good,"['5', 'Perfect product!']"
15292,4,Good product,"['4', 'Very Good']"
15293,5,"Nyc
Awsm","['5', 'Fabulous!']"
15294,1,Worst product. This is marketed as gigabit but this doesn't even provide bandwidth of 100mbps,"['1', 'Not recommended at all']"
15295,1,Range 5 mtrs,"['1', 'Unsatisfactory']"
15296,5,"Good product with good wifi range and fast connectivity.
Nice product in 1.5 k range","['5', 'Highly recommended']"
15297,2,Very bad,"['2', 'Bad quality']"
15298,5,excellent quality,"['5', 'Wonderful']"
15299,5,very very good range router I proud from flipcart,"['5', 'Super!']"
15300,5,"Best buy for the price. The range is excellent compared to other routers at this price point. The Web UI is very modern looking with the internet status, connected devices and real time bandwidth usage on the home page itself. All information is sorted into different tabs in the Web UI. Very easy to setup, I got it up and running within a minute. However, if you want advanced settings, then this router isn't for you. The UI is basic and is intended for basic users who just want their Internet...
READ MORE","['5', 'Worth every penny']"
15301,5,"at this price point of view , I'm satisfied with the signal range capability of the tenda router. This is my 2nd router which I'm using as a repeater. Firstly i purchased Tenda N301 version, the range was fair enough but the 2nd floor of my house the speed dropped from 10mbps to 4mbps but still the signal boosting capability and peformance is good for both the router. Now when i use F3 in the 2nd floor I'm receiving 10mbps speed with full range on all rooms and i can use wifi from outside m...
READ MORE","['5', 'Excellent Range & Speed for 2-Story House']"
15302,1,"The product explains 300 mbps transfer speeds over wifi
Fact : all 3 ports of LAN and 1 Port of WAN has 4 connecting wires in it , also the accompanied LAN wire is of CAT 5 standard with 4 strands and not CAT 5E of 8 strands
CAT 5 wires and ports with 4 strands were used in 1990 to 2000 . they support Maximum speed of 100mbps i.e. 12mbps download speed
CAT 5e wires and ports with 8 strands are post 2000 period . they support gigabit ports ie 1000mbps , which is much advanced

secondly , wifi ...
READ MORE","['1', 'Obsolete product in false packaging']"
15303,2,"I have purchased this Router for my house. A 960sqft. 2 storied building. The router is placed in 1st floor and in the center position. Signal is available in the ground floor but very weak and almost no signals inside rooms in ground floor. Despite of having 3 antennas, it is not capable to deliver strong signals. I do not suggest any one to buy this. Don't be fool by its 3 antennas. It works like a normal single antenna N150 Router.","['2', 'NOT A GOOD CHOICE.']"
15304,5,Best Range And Best Product i received different product first time but i replaced the product and Flipkart is returned and give me the actual product so late delivery the actual product but i happy so i got a actual product finally i got actual product,"['5', 'Worth every penny']"
15305,5,i am using this product last 4 year and it still running so great this router never let me down with speed its give me best speed any how when i put ethen cable direct to my pc then download seep is 15mbps but installing this router 4 year ago and till now it give me 25-40 mbps downloading speed its super duper i just love it.....,"['5', 'Brilliant']"
15306,5,"Timely delivered and product is genuine so thanks to Flipkart. I have been using the product for last 25days no issue till now. Range is good enough, I’m using it for 3 mobile TV and Laptop. Till now no issues. I’m not techie guy so won’t be able to share detailed experience. But whatever expectations I had, it has been full filled till date. Happy with product. 👍🏾","['5', 'Super!']"
15307,5,"Best router working good so far , everything is perfectly fine delivery on time , i mean from pin to plane everything is excellent thanks flipkart team for helping me in lockdown time , will recommend everyone to purchase this product ""TENDA"".","['5', 'Classy product']"
15308,5,"After using TP-Link i must say Tenda is one of the finest brands among other router brands.
The range of this router is superb as compared to other 300Mbps routers.The setup is super easy for amateur users.Speed is good.Overall,good experience from both Flipkart & Tenda.","['5', 'Excellent product from Tenda']"
15309,5,"Excellent product. Good network range, No network interruption. Good looking device. Better option in this range.","['5', 'Best in this range. Excellent product.']"
15310,4,"Excellent product!!
Pros:
1) Easy to setup.
2) Has WPS button to facilitate easy connection for a new device.
3) Excellent speed and 3WLAN Ports and a LAN port.
Cons:
1) Might get a bit tedious to change passwords.
Other than this it is a superb product!!!","['4', 'Worth the money']"
15311,5,"This is a awesome product and I face no problem at all.
Delivery was slow butt it was OK.
I recommend this router for those who need more range.....
I also want to tell one thing that the products of Tenda are nice but they have only one problem that it heats but then also they work good......From the day which the router has come I had put it on but working very nicely after 4 days also and I know that it will work OK for ever","['5', 'Brilliant']"
15312,5,I am using this product from past 3 months and had a great experience with this Wifi enabled network router. Product provides good speed and coverage area for wifi devices. I am using the wifi everywhere in my house(bungalow type big house) and the router provides wifi coverage everywhere in the house with a good speed as provided by my ISP. It is the best deal in this price range.,"['5', 'Great Product from Tenda.']"
15313,4,"After using it for five months, i can clearly say this router is good for home purposes. Range is good, not too good. Speed coverage is enough for most of the home users. If you're using more than 100mbps plan then you should consider buying a different router.

Here is my detailed review :

Pros :

1. It is super easy to set up and even a beginner can do it with out reading the manual.

2. It's slim and lightweight, You can easily hang it in the wall.

3. Range is good enough,

4. No signa...
READ MORE","['4', 'Quite good for home usage at this price point.']"
15314,5,"In the range of 3 antenna wifi, i found this one the best quality and suitable price. I have been using this one for nearly a year. No issues and the setup is easy, if you want to do it yourself. Just follow the instructions and you're good to go. You can go for it blindly. The coverage is nice too. I get 2 bars even when im standing at the ground floor and the wifi is on 2nd floor.","['5', 'Worth every penny']"
15315,5,"Though a Chinese brand the product is very good at it's price segment. It is very easy to set up. The range is very much decent.
Overall very happy with the product.","['5', 'Terrific purchase']"
15316,5,"Nice product, easy setup, give strong signal due to their 3 antennas Good build quality,","['5', 'Mind-blowing purchase']"
15317,5,No interruption till now in a month. Good product for small houses. Range is not very wide but works perfectly fine if you are in 1200 sq. ft area. Go for it.,"['5', 'Must buy!']"
15318,5,Router looks great in my home. Design is sleek and Wifi speeds are great throughout my house till the farthest point. Got it on sale. Don’t think just buy,"['5', 'Classy product']"
15319,4,Good router and great design and the range is good enough not great.,"['4', 'Pretty good']"
15320,5,Grt products .. easy to configure and easy to set everything and nice look too .. i really like this product.. good work flipkart,"['5', 'Best in the market!']"
15321,5,"good product
you can connect LAN and it will build wifi network
best feature is you can use it as WiFi extenders (WiFi repeatater)
example if you have jiofi than this device will capture jiofi WiFi network and it will boost also you can LAN mode because jiofi not provide LAN port great products","['5', 'Terrific purchase']"
15322,4,"Excellent product
light weight and has a good strength
It supports up-to 300 Mbps speed that's awesome
Its has very nice range","['4', 'Wonderful']"
15323,5,"This is my second router from Tenda! the first one was an bought on an experimental basis and surely it delivered well without a hiccup for a good 3 years! I upgraded my bandwidth and I had to purchase a new router! the cable guy had suggested TP link would be ideal for this supplied line, but I chose to do otherwise! again I took the risk of preferring Tenda and put it to the test! and once again, it didn't disappoint! at this price point, it is unbeatable! a well deserving purchase!","['5', 'Mind-blowing purchase']"
15324,5,Very good product. Easy to set up. And last but not the least awsome flipkart logistics support. Before time time delivery during the days of festival. A big thumbs up to Flipkart 👍,"['5', 'Fabulous!']"
15325,4,It is nice product with this price...wifi range is good but not upto the mark..3 antennas do not create good hotspot as it should..but can surely tell you this product will not dissapoint you.,"['4', 'Very Good']"
15326,2,Works fine. Looking at the antennas i expected a better range. Dont go for it if you want a device with good range.,"['2', 'Bad quality']"
15327,4,"Security is Great even better than TP-Link. Range is Good But not upto the Mark.Range is same as TP-Link Dual Antena.
The one & Only Problem is The Teather Software(available on Play Store) will not support with this Router, So You Have to Control all the things Manually from your Browser.","['4', 'Value-for-money']"
15328,5,its best deal for me because its give up to the mark performance in this price range when its come to this Router looking so its looking like spectacular and this router has 3 antenna which give you more Wi-Fi range. But i want give one suggestion to those people who want buy this router don't put this router in your home if possible to setup this Router out of your home so it will give more network. And everything is best in this Router.,"['5', 'Great Deal in this budget']"
15329,5,"working fine, has a good range in d 2bhk i stay in.

very nice offer from flipkart, would recommend to buy..","['5', 'great buy/offer']"
15330,5,i am using this router this one is so good the most amazing thing is that the price of this product is affordable and it works excellent .,"['5', 'perfect product']"
15331,5,"Value for Money Product @810 during sale. Excellent range, better range than my 3000 rs TP-LINK ARCHER c1200.. 3w power consumption, just awesome.","['5', 'Must buy!']"
15332,5,"I used TP Link 150 MPbs speed router at price 1000, Just i found this Tenda Router is better then this and in it price also attractive with many extra feature. Overall its best. 5 Star from my side.","['5', 'Just wow!']"
15333,5,"amazing , nice its working very well","['5', 'Highly recommended']"
15334,5,Good,"['5', 'Mind-blowing purchase']"
15335,5,Many person will complained about that but it's a very good router. It will provide you large range and efficient speed.,"['5', 'Wonderful']"
15336,5,awesame and good router thaxxx for filpkert,"['5', 'Wonderful']"
15337,4,"The product is good, but in this price the features is satisfy me, nd the range is good 300m range","['4', 'Pretty good']"
15338,5,Im so hppy for dis product.. Quality is very good ???,"['5', 'very very good']"
15339,4,Nice experience,"['4', 'Wonderful']"
15340,3,nice,"['3', 'Good']"
15341,4,gd product..,"['4', 'Good quality product']"
15342,5,GOOD TO WORK 5 RATE..........ALL RIGHT,"['5', 'Just wow!']"
15343,5,Tenda F3- 1.Best Router In this class. 2.value for money. 3.Range is very much wide than Other router in this class. 4.if you r living in 2bhk apartment than go for it. 5. Before purchasing this router i was using TpLink 150 mbps router but i can say now this router is really best n it gives best speed on wired lan connection wifi too. Over all This is best router and value for money. but just one drawback is colour option is not available.. & white became dusty easily..,"['5', 'Best in the market!']"
15344,1,Very loose this rang,"['1', 'Low erea coverage']"
15345,4,Range is not good,"['4', 'Could be way better']"
15346,5,nice product,"['5', 'Simply awesome']"
15347,1,"Its horrible experience with flipkart , never buy again from flipkart.This router is not giving download speed , it was giving 80kbps on 10mbps net.I donno packaging was looks like new , but router is not working.While when i go into the tenda customercare , he told me as per company policy your router is showing download speed .So you cant get new , contact with flipkart.Here is i closing down flipkart account.","['1', 'Useless product']"
15348,5,good range...,"['5', 'Fabulous!']"
15349,5,awesome,"['5', 'Best in the market!']"
15350,2,Such a useless product this is . I had ordered this router of thinking that it will improve range and give constant speed but i was wrong . Just don't buy this one . This router provide such a short range like i have installed this router on my first floor but it is unable to provide good range at the second floor . Now you can imagine how bad it is.,"['2', 'Bad quality']"
15351,5,Nice router,"['5', 'Fabulous!']"
15352,5,Very good product😘😘😘😘😘👍👍👍👍👍👍👍👍👍👍👍✌✌✌,"['5', 'Excellent']"
15353,4,perfect,"['4', 'Delightful']"
15354,5,Its good,"['5', 'Awesome']"
15355,5,Product is awesome 👌 with excellent range,"['5', 'Must buy!']"
15356,5,"Range is to much good upto 1/3KM.
Value for money.
The product packing was incredible better than expectation.
I jst wnt to say jst buy thz product.","['5', 'Value For Money']"
15357,1,Not satisfied with long length signal,"['1', 'Utterly Disappointed']"
15358,5,"awesome router , range is very gud , router is place on 2nd floor and i received signals on ground floor , i really like it , don't think just buy it 😀😀😀","['5', 'Great product']"
15359,5,nice product,"['5', 'Brilliant']"
15360,1,My plain is 100mbps and this router delivered me only max 50mbps on wireless. If you have similar plain or higher mbps plain. Go for dual band router. Also your device must support dual band frequency.,"['1', 'Not recommended at all']"
15361,4,Great product in reasonable price 👌,"['4', 'Pretty good']"
15362,5,Super rooter,"['5', 'Must buy!']"
15363,5,Best wifi router at good price. Signal strength of the router is very good. Using it with my Local ISP UDUPI FASTNET. No speed/disconnection issues found. Value for money!,"['5', 'Super!']"
15364,5,good,"['5', 'Wonderful']"
15365,5,good,"['5', 'Worth every penny']"
15366,4,amazing product,"['4', 'Really Nice']"
15367,1,its 300mbps router and dont give range of even 10 mtrs,"['1', 'Terrible product']"
15368,1,It stoped working after one month,"['1', 'Useless product']"
15369,4,Good ..it's working fine ..value for money in this price range..,"['4', 'Worth the money']"
15370,1,This product is very poor quality.,"['1', 'Very poor']"
15371,5,The range of connectivity is lovely. Totally satisfied 😊,"['5', 'Simply awesome']"
15372,1,I'm not satisfied with your services the product which I have got that was already used by someone when I installed it there was a user name already added as Daya that means some has ordered it he used it for few days then returned to you guys and Flipkart has delivered a used router to me and also the adaptor is not for this router that's not working with this one.i will not recommend to anyone to buy anything from Flipkart ..the worst experience,"['1', 'Absolute rubbish!']"
15373,1,"its not a good he don't give full range
I don't like it","['1', 'Poor']"
15374,4,Awesome product.I am so satisfied.the wifi range is also very large and wide.love it...,"['4', 'Nice product']"
15375,5,best product?,"['5', 'Terrific']"
15376,5,Great product quality. This is running almost 4 days 24 hours without any problem and any kind of hit.,"['5', 'Brilliant']"
15377,5,"excellent product ...
buying 2years back it's amazing.. tq Tenda","['5', 'Just wow!']"
15378,5,Super,"['5', 'Biggest mistake of my life!']"
15379,3,Very bad signal,"['3', 'Decent product']"
15380,5,Good buy,"['5', 'Best value for money']"
15381,5,super product.,"['5', 'Wonderful']"
15382,1,"Range is very low....????
Faltu router...
Please don't buy...signal also drops many times..plz avoid to buying that....","['1', 'Worthless']"
15383,2,"I will not recommend because I order and replace but both the time I faulty device, I like flipkart service, refund done within 4days.","['2', 'Expected a better product']"
15384,5,Excellent,"['5', 'Must buy!']"
15385,4,"Satisfied with the product, runs for long periods","['4', 'Very Good']"
15386,1,So bad plese dont buy it,"['1', 'Not recommended at all']"
15387,1,Network issue,"['1', 'Not recommended at all']"
15388,1,"No Quality,, very Bad...","['1', 'Very poor']"
15389,5,Good router,"['5', 'Perfect product!']"
15390,5,Best Ever. I use it as a repeater with my Jiofi. And got 4x speed where the range of jiofi is never reachable. Hence Jio network problem solved here in my room. Love you Tenda. Jug jug jiyo. ❤️,"['5', 'Brilliant']"
15391,4,"Superb Router
It's Speed Is Amazing
Wifi Range Is Good i.e., around 300metres
Only Problem Is That.. Little Bit Of Heat/Warm
Otherwise It's Amazing
Really Good To Buy Router Under 1k 😎","['4', 'Value-for-money']"
15392,5,Great Product in this price. The quality and range is too good. Highly recommended 👍,"['5', 'Fabulous!']"
15393,3,Not bad product but the range of the router is not good😕😕😕,"['3', 'Good']"
15394,5,so good product,"['5', 'Wonderful']"
15395,1,DONT by- no QOS setting..cant set speed- old interface..no update option..very bad speed fluctuation. DONT BUY,"['1', 'BAD']"
15396,5,Superb and best price. I love so much Flipkart.,"['5', 'Brilliant']"
15397,5,Superb,"['5', 'Wonderful']"
15398,4,"Writing this review after 1 year of use, service is good so far, signal range is also good, very easy to install, recommended.","['4', 'Wonderful']"
15399,3,Okk,"['3', 'Just okay']"
15400,5,"Writing this review after 7 days of heavy usage.

I purchased Tenda AC10, D-link 825 and TP-Link Archer C60 and none of them are upto the mark,

Tenda AC10 has range issues, though they claim that AC10 has beam-forming but not upto the mark

D-Link 825 has wifi drop issue, I tried 2 routers and they did not perform well. The router you get is made for Russia which was discontinued and Dlink customized the firmware and imported. The only advantage of this is it has USB drive which can help you...
READ MORE","['5', 'Perfect product!']"
15401,4,"Value for money

First, was confused with A6 and C6, i think both are same, and C6 might be the older launched product, so got A6, but no worries, both have the same specs and hardware.
I have a 100mbps connection, and my old router supported only 50mbps on wifi 2.4GHz and I also had range issues, bought this router used as an access point and along with both of the routers on, my home now is fully covered :).

Pros:
Gigabit ports
I researched a lot and decided on this router, because it has ...
READ MORE","['4', 'Good quality product']"
15402,5,"Adding this review after month of use. This is best router for home use and when you have many connections too. Current usage 3 laptops, 5 phones, firestick, cctv. If you want to extend the range you can use Tplink wifi extender with this one to smoothly configure with this device for any range not reachable. It doesnt come with usb internet dongle connection, so have to rely on your service provider. But since mobile hotspots can work for you on emergency you dont need to spend extra for USB...
READ MORE","['5', 'Terrific purchase']"
15403,2,"one star for its 5ghz amazing performance and one for its range
but remaining i won't give coz this a6 not support any apple devices. it work only when you installing after some hours it stop responding on all apple devices.
now am never goona buy any tp link router really chinese thing are chinese.
i will go dlink","['2', 'Moderate']"
15404,4,"Hello everyone do you need best router just go with it. I purchased this router to extend my wifi range and its doing its job perfectly. First of all this router has pros and cons we will discuss about it. But before buying router please check which router suits your modem and what are all the requirements you needed and don't just waste money by buying higher model router until and then it is useful for you.

The router is same as shown in the picture and i received US version 2.0.

Pros :
...
READ MORE","['4', 'Worth the money']"
15405,5,Product is good. Both the 2.5G and 5G covers a good range.No cut in the connectivity.In 2.5G connection is available even outside of my house very well.In 5G connection is available inside the whole house very well.Satisfied,"['5', 'Terrific']"
15406,5,"Wasn't sure if I would get version 3 or version 2. Version 2 has a better range, version 3 provides a bit better stability. Happy with the version 2 received 🙃","['5', 'Classy product']"
15407,1,"It stops working after 27 days.
It was working fine before, but suddenly it stops working.
When I connect ethernet cable (from Internet service provider) directly to my laptop then it works fine which means that there is a fault in this router.
I tried resetting and rebooting it many times.
Due to lockdown, TP-link doesn't have any service center open and they are not answering over customer care.","['1', 'Stop working after 27 days of delivery (waste of money)']"
15408,5,"Exact product as described by TP-Link. Excellent features as well as quality and service. Speed, range, connectivity and everything workink like charm. Specially 5ghz speed and range is better enough comparing other budget routers. Worth buying.","['5', 'Must buy!']"
15409,4,"Don't expect the range to significantly increase...
For better performance disable auto mode and set the channels as per your house. Download Wifi analyser and see which channels are empty and set your channel to that.
Both 2.4Ghz & 5Ghz work smoothly after manually setting channels. Minimal heating also observed but that is okay. It takes a good 1min to fully start.","['4', 'Value-for-money']"
15410,5,"Great product. Must buy. 5G network really works like a gem. I use 5G with my Firestick only and 2.4G with all mobiles and laptops
Connect with 5G when you want to watch videos or heavy contents.","['5', 'Super!']"
15411,5,"Works really well with my 200mbps internet connection I have tested both LAN and wifi speeds it reaches 190mbps on wifi 5g and 250mbps on LAN via OOKLA.
It's a full gigabit router so mandatorily go for this or any gigabit router if your connection is beyond 100mbps to make full use of the speed, check for the speeds of WAN,LAN before buying to make sure it supports gigabit connections don't just go by WIFi speeds because it's deceiving.","['5', 'Fabulous!']"
15412,5,"Writing review after using this router for 1 month. It is superb... Provides good speed.
I have 20mbps plan and it is providing me 19.78mbps. Download speed also from this is around 2.3mbps which is max we can get. Range of wifi is also good with 5Ghz it is covering full house.
Good router to buy for 2500.","['5', 'Terrific']"
15413,5,"QUALITY ROUTER by TP-link.
Very stable network and excellent range.
Also, the tether app by TP-Link is cool with a nice and friendly user interface.
Just go for this router.
Archer A6 and C6 have exactly same configuration and specs. Just go for the once whose price is low at the time of your purchase.
Btw, Archer A6 V3 design is better... 😉","['5', 'Must buy!']"
